name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Bogota,2018-01-21,19.3,6.9,13,19.3,4.8,12.4,5.8,64.1,0,0,0,,0,0,51.8,22.1,93,1020.8,47.5,10.9,236.4,20.4,8,,2018-01-21T06:10:45,2018-01-21T18:04:33,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-01-22,18.4,8,12.8,18.4,6.8,12.6,6.9,69.8,0.2,100,8.33,rain,0,0,47.5,23.6,100,1020.4,70.1,11.1,203.4,17.5,7,,2018-01-22T06:10:57,2018-01-22T18:04:54,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-01-23,21.4,5.1,12.8,21.4,4.4,12.3,5.5,65.8,0.5,100,8.33,rain,0,0,49.7,25.5,86.2,1020.8,55.2,11,251.6,21.8,8,,2018-01-23T06:11:08,2018-01-23T18:05:14,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-01-24,24,4,13.3,24,2.1,13.1,5,61.7,0,0,0,,0,0,47.5,20.1,106.9,1020.4,24.8,11,268.4,23.2,8,,2018-01-24T06:11:17,2018-01-24T18:05:34,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-01-25,20.3,4.8,13.2,20.3,3.3,12.9,6.4,67.7,0,0,0,,0,0,42.8,20.6,118.1,1020.9,61.1,11.1,223.2,19.4,8,,2018-01-25T06:11:26,2018-01-25T18:05:53,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-01-26,21.3,5,12.5,21.3,3.9,12.3,7.7,76.4,0.2,100,8.33,rain,0,0,40.7,21.7,104.4,1020.3,43.8,11.1,228.5,19.8,8,,2018-01-26T06:11:34,2018-01-26T18:06:11,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-01-27,21.3,5,13.4,21.3,4.6,13.3,9,78.5,0.8,100,25,rain,0,0,34.9,18,265.1,1019.7,48.7,10.6,215.5,18.5,7,,2018-01-27T06:11:41,2018-01-27T18:06:28,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-01-28,21.3,7,14.3,21.3,5.2,14.2,9.7,76,2.2,100,54.17,rain,0,0,32.4,21.7,124.7,1019.4,62.4,10.5,191.4,16.5,7,,2018-01-28T06:11:48,2018-01-28T18:06:45,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-01-29,23,5.5,14.1,23,5.5,14,8.7,73.7,0.7,100,25,rain,0,0,43.2,20.2,192.3,1018.8,40.4,10.7,198.6,17.1,9,,2018-01-29T06:11:53,2018-01-29T18:07:01,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-01-30,22.1,5,13.3,22.1,3.9,13.2,8.9,77.6,0.8,100,20.83,rain,0,0,33.8,20.7,273.2,1020,56.5,9.2,157.4,13.5,6,,2018-01-30T06:11:57,2018-01-30T18:07:17,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-01-31,21.3,5,13.7,21.3,4.6,13.6,7.3,71.3,0.6,100,20.83,rain,0,0,44.3,22,132,1020.5,41.6,10,214.8,18.6,8,,2018-01-31T06:12:01,2018-01-31T18:07:31,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-01,21.3,5,13.4,21.3,3.9,13.2,8.9,78,1.2,100,37.5,rain,0,0,37.1,21.7,253.9,1021.1,45.6,10.5,216.2,18.5,7,,2018-02-01T06:12:03,2018-02-01T18:07:45,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-02,21.3,9,14.8,21.3,9,14.8,10.2,76,9.1,100,66.67,rain,0,0,33.1,25.4,278.8,1020.5,54.6,10.3,205.2,17.8,8,,2018-02-02T06:12:05,2018-02-02T18:07:59,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-03,22.8,9,14.2,22.8,9,14.2,10.3,80,5.1,100,54.17,rain,0,0,24.1,21.7,292.7,1020.9,64.4,8.8,170.7,14.9,7,,2018-02-03T06:12:06,2018-02-03T18:08:11,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-04,21.3,10.9,15.3,21.3,10.9,15.3,11.2,78.1,8.3,100,70.83,rain,0,0,22.7,21.5,275.4,1020.9,71.3,10,146.3,12.5,7,,2018-02-04T06:12:05,2018-02-04T18:08:23,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-05,22.2,10.4,15.7,22.2,10.4,15.7,11,76,2.1,100,58.33,rain,0,0,23.4,23.6,293.2,1021.4,65,9.9,232.6,20.1,8,,2018-02-05T06:12:04,2018-02-05T18:08:34,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-06,21,9.4,15.1,21,9.4,15.1,10.6,76.6,15.5,100,95.83,rain,0,0,25.2,27.1,289.7,1022.8,66.5,8.8,169.9,14.7,7,,2018-02-06T06:12:02,2018-02-06T18:08:44,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-07,22.1,10,15.8,22.1,8.2,15.7,10.3,72.4,4.2,100,91.67,rain,0,0,25.2,25.9,304.5,1021.7,65.7,10,194.5,16.9,7,,2018-02-07T06:12:00,2018-02-07T18:08:54,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-08,21.3,4,13.5,21.3,2.1,13.3,8.7,76.1,2.7,100,79.17,rain,0,0,23,25.2,282.6,1021.1,52.5,10.2,224.4,19.6,8,,2018-02-08T06:11:56,2018-02-08T18:09:02,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-09,21.3,11,15.2,21.3,11,15.2,9.3,69.5,2.9,100,83.33,rain,0,0,35.3,21.7,52.2,1020.6,75.8,10.1,239,20.6,9,,2018-02-09T06:11:51,2018-02-09T18:09:11,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-10,21.3,11,15.1,21.3,11,15.1,6.6,59.4,0.7,100,25,rain,0,0,40.7,18,6.5,1022.1,60.1,10.5,263.7,22.8,10,,2018-02-10T06:11:46,2018-02-10T18:09:18,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-11,21.3,8,14.8,21.3,7.3,14.6,6,59.6,0.2,100,8.33,rain,0,0,38.2,18.1,113.9,1021.7,51.8,10.9,231.2,20,9,,2018-02-11T06:11:39,2018-02-11T18:09:25,0.86,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-12,24,9.4,14.8,24,8.5,14.7,8.5,67.7,0.5,100,16.67,rain,0,0,36,20.2,331.1,1024.2,60.2,10.2,238.1,20.6,9,,2018-02-12T06:11:32,2018-02-12T18:09:30,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-13,20.3,8,14,20.3,7.2,13.8,8.8,73.3,3.1,100,58.33,rain,0,0,27.4,28.7,285.6,1024.1,54.2,9.8,188.6,16.2,7,,2018-02-13T06:11:24,2018-02-13T18:09:36,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-14,25,11,15.5,25,11,15.5,11.1,77.1,18.5,100,100,rain,0,0,36.7,25.9,278.2,1022.7,74.9,9.3,130.2,11.1,5,,2018-02-14T06:11:16,2018-02-14T18:09:40,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-15,20.2,11,14.9,20.2,11,14.9,10.5,76.8,9.9,100,91.67,rain,0,0,33.5,21.9,348.4,1022.1,82.8,9.7,195.4,16.9,8,,2018-02-15T06:11:06,2018-02-15T18:09:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-16,21.1,10,14.4,21.1,8.8,14.4,9.9,76.5,4,100,66.67,rain,0,0,33.5,22.3,8.4,1023.4,72.5,10.9,199.3,17.4,8,,2018-02-16T06:10:56,2018-02-16T18:09:47,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-17,19.3,10.4,15,19.3,10.4,15,9.5,71.2,8.1,100,70.83,rain,0,0,31.3,18.3,32.8,1022.5,77,10.4,151.9,13.2,7,,2018-02-17T06:10:45,2018-02-17T18:09:50,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-18,19.3,12,14.7,19.3,12,14.7,11,79.4,6.2,100,75,rain,0,0,22,23.4,314.6,1022.6,80.2,10.1,123.7,10.5,5,,2018-02-18T06:10:33,2018-02-18T18:09:52,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-19,21.2,9.8,15.1,21.2,7.9,15,9.9,73,16.5,100,100,rain,0,0,27.4,25.4,297.1,1022.5,73,9.5,175.5,15,8,,2018-02-19T06:10:20,2018-02-19T18:09:53,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,80222399999,SKBO,80234099999,SKVV"
Bogota,2018-02-20,21.4,8.4,14.9,21.4,8.4,14.9,9.2,70.4,6.7,100,87.5,rain,0,0,24.8,28.8,320.9,1022.5,61.3,10.9,179.3,15.6,7,,2018-02-20T06:10:07,2018-02-20T18:09:54,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-21,20.1,6.6,14,20.1,5.2,13.8,9.2,75.2,7.4,100,95.83,rain,0,0,25.6,28.2,305.7,1022.4,61.5,9.8,200.7,17.3,9,,2018-02-21T06:09:53,2018-02-21T18:09:54,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,80234099999"
Bogota,2018-02-22,18.4,10.2,13.9,18.4,10.2,13.9,10.1,79,3.4,100,58.33,rain,0,0,25.6,17.8,300.7,1023.1,79.9,8.4,208.4,17.9,9,,2018-02-22T06:09:38,2018-02-22T18:09:53,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-23,17.3,8.4,12.9,17.3,8.4,12.9,9.2,78.7,4.1,100,50,rain,0,0,26.3,17.9,296.8,1022.2,70.5,9.3,208.8,18.2,9,,2018-02-23T06:09:23,2018-02-23T18:09:52,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-24,17.4,8.9,12.5,17.4,7.9,12.3,9.5,82.4,12.7,100,79.17,rain,0,0,28.4,20.6,309.7,1022,71,9,175.4,15,6,,2018-02-24T06:09:07,2018-02-24T18:09:50,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-25,16.4,7,11.5,16.4,5.2,11.1,7.7,78,8.1,100,54.17,rain,0,0,21.6,13.4,329.1,1023.1,68.1,10.2,176.2,15.1,7,,2018-02-25T06:08:50,2018-02-25T18:09:48,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-26,19,7,13.2,19,7,13.2,8.4,75.1,2,100,33.33,rain,0,0,25.2,23.7,308.8,1022.9,70.8,10.8,201.3,17.5,7,,2018-02-26T06:08:33,2018-02-26T18:09:45,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-27,20.4,3,12.7,20.4,3,12.6,7.7,75,1.3,100,25,rain,0,0,42.5,23.4,312.8,1022.1,50.6,10.5,229.1,19.8,8,,2018-02-27T06:08:15,2018-02-27T18:09:41,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-02-28,21.2,8,14.3,21.2,6.8,14.1,8.8,72.6,1.5,100,29.17,rain,0,0,28.8,25.3,303.3,1021.4,45.5,10,251.3,21.7,9,,2018-02-28T06:07:57,2018-02-28T18:09:38,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-01,20.4,7.8,13.9,20.4,7.8,13.9,9,75.7,7,100,62.5,rain,0,0,26.6,23.6,282.1,1022.7,63.9,9.5,180.2,15.5,7,,2018-03-01T06:07:38,2018-03-01T18:09:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-02,20.1,11,14.4,20.1,11,14.4,9.9,75.9,6.7,100,87.5,rain,0,0,36.4,21.8,8.4,1022.1,82.2,9.8,169.5,14.7,6,,2018-03-02T06:07:18,2018-03-02T18:09:28,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-03,20.3,10,14.4,20.3,9.6,14.4,9.7,73.6,4,100,62.5,rain,0,0,35.3,20.2,303.8,1021.9,70.4,9,163.6,14.2,7,,2018-03-03T06:06:58,2018-03-03T18:09:23,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-04,19.4,9,13.4,19.4,9,13.4,9.6,80,4.1,100,45.83,rain,0,0,29.2,18.4,319,1022.6,70.5,9.4,220,19,9,,2018-03-04T06:06:38,2018-03-04T18:09:17,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-05,19.1,9,13.1,19.1,7.9,13,10.3,84.4,3.8,100,50,rain,0,0,34.9,21.7,275.2,1021.8,72.4,7.8,203.2,17.6,8,,2018-03-05T06:06:17,2018-03-05T18:09:11,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,remote,SKVV"
Bogota,2018-03-06,18,10,13.5,18,10,13.5,9.2,76.4,1.1,100,20.83,rain,0,0,45.7,13,53.1,1021.5,76.1,11.8,173.5,15,6,,2018-03-06T06:05:55,2018-03-06T18:09:05,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-07,18.3,11,14.5,18.3,11,14.5,9.2,72.2,1.1,100,37.5,rain,0,0,45.7,18,92.6,1022.3,70.7,10.9,222.9,19.3,8,,2018-03-07T06:05:33,2018-03-07T18:08:58,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-08,18.2,11,14.1,18.2,11,14.1,9.5,75.6,0.7,100,20.83,rain,0,0,38.2,17.8,96,1022.4,73.4,10.2,190.9,16.3,8,,2018-03-08T06:05:11,2018-03-08T18:08:51,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-09,18.3,10,13.8,18.3,9.1,13.8,9.1,74.3,0,0,0,,0,0,48.2,17.9,86.6,1023.1,61.7,10.8,228,19.7,9,,2018-03-09T06:04:49,2018-03-09T18:08:43,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-10,20.3,7.9,14.1,20.3,6.8,14,7.1,65.6,0,0,0,,0,0,52.6,28.9,122.8,1022.6,45,11.1,255.2,22.1,8,,2018-03-10T06:04:26,2018-03-10T18:08:35,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-11,20.4,9.8,15.4,20.4,8.4,15.3,7,59.4,0,0,0,,0,0,51.5,25.5,121.4,1021.8,49.8,11.1,274.9,23.7,10,,2018-03-11T06:04:02,2018-03-11T18:08:27,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-12,21.4,7,14.1,21.4,5.6,13.9,7.1,68.6,0,0,0,,0,0,47.9,23.7,140.1,1022.2,50.5,11.1,294,25.4,10,,2018-03-12T06:03:39,2018-03-12T18:08:19,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-13,22.3,6,13.8,22.3,5.1,13.7,7.3,70.9,0,0,0,,0,0,42.5,21.7,202.3,1022,42.8,10.9,292.1,25.3,10,,2018-03-13T06:03:15,2018-03-13T18:08:10,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-14,23.3,7,14.4,23.3,6.4,14.2,6.7,68.3,0,0,0,,0,0,44.3,24.1,134.3,1021.9,45.9,11,275.4,23.9,9,,2018-03-14T06:02:50,2018-03-14T18:08:01,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-15,21.3,6,13.9,21.3,4.4,13.7,8.5,73.1,1.6,100,25,rain,0,0,37.8,21.6,358.1,1021.7,52.3,9.9,233.2,20.1,8,,2018-03-15T06:02:26,2018-03-15T18:07:52,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2018-03-16,20.6,8.8,14.3,20.6,8,14.1,9,73.7,0.4,100,16.67,rain,0,0,48.2,23.6,86,1022.3,58.2,10.8,249.2,21.5,8,,2018-03-16T06:02:01,2018-03-16T18:07:42,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
