name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Bogota,2020-06-13,19.3,9,14.3,19.3,9,14.3,10.6,80.1,2.4,100,41.67,rain,0,0,37.1,14.6,96,1023.5,54,10.5,214.3,18.4,7,,2020-06-13T05:44:55,2020-06-13T18:08:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-14,19.2,11,14.7,19.2,11,14.7,10.5,77.1,2.1,100,37.5,rain,0,0,44.6,20.6,122.9,1025.2,69.4,10.2,157.8,13.7,6,,2020-06-14T05:45:07,2020-06-14T18:08:21,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-15,24.2,10,15.2,24.2,10,15.2,9,68.1,0.8,100,25,rain,0,0,52.6,28.9,155.5,1024.8,46.7,11.1,157.2,13.6,6,,2020-06-15T05:45:19,2020-06-15T18:08:34,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-16,19.3,7,13.1,19.3,5.6,12.9,9.3,79.9,0,0,0,,0,0,39.2,16.3,87.9,1024.7,48.8,11,202.9,17.5,7,,2020-06-16T05:45:31,2020-06-16T18:08:48,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-17,17.4,11,13.6,17.4,11,13.6,11.2,86.2,8.2,100,50,rain,0,0,34.6,18.4,319,1024.7,64.5,9.8,111.9,9.7,6,,2020-06-17T05:45:43,2020-06-17T18:09:02,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-18,17.3,8.8,12.4,17.3,8.8,12.4,10.9,91.3,2.6,100,50,rain,0,0,33.1,14.5,347.4,1024.2,54.4,6.8,178.6,15.4,6,,2020-06-18T05:45:56,2020-06-18T18:09:15,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-19,26,10,15.1,26,9.1,15.1,10.7,76.7,1.1,100,41.67,rain,0,0,43.6,25.4,90,1023.2,52.6,11,148.4,12.9,6,,2020-06-19T05:46:08,2020-06-19T18:09:29,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-20,19.2,9,14.5,19.2,9,14.5,9.8,74.7,2.7,100,50,rain,0,0,41.8,18,96.9,1024.6,56.7,10.3,192.6,16.8,7,,2020-06-20T05:46:21,2020-06-20T18:09:42,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-21,21,11,15.6,21,11,15.6,9,67.3,4,100,79.17,rain,0,0,49.7,22.9,99,1024.1,61.6,11.2,176.2,15.1,6,,2020-06-21T05:46:34,2020-06-21T18:09:55,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-22,18.3,11,14,18.3,11,14,10.8,81.9,4.6,100,79.17,rain,0,0,46.4,18.4,87.2,1024.5,63.7,9.8,154.4,13.4,6,,2020-06-22T05:46:48,2020-06-22T18:10:07,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-23,20.3,10.8,14.7,20.3,10.8,14.7,8.7,69.1,1.9,100,37.5,rain,0,0,40.7,16.9,84.1,1023.1,52.1,10.8,154.5,13.3,5,,2020-06-23T05:47:01,2020-06-23T18:10:20,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-24,22.3,9.1,14.8,22.3,8.6,14.8,6.4,60,0.1,100,4.17,rain,0,0,42.5,18.2,82.9,1023.2,47.4,10.7,177.2,15.3,6,,2020-06-24T05:47:14,2020-06-24T18:10:32,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-25,19.2,10,14.7,19.2,10,14.7,8.2,66.4,1.9,100,50,rain,0,0,44.6,20.7,90.9,1022.9,63.5,10.9,137.4,11.8,5,,2020-06-25T05:47:28,2020-06-25T18:10:44,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-26,20.2,10,14.7,20.2,9.6,14.7,9.3,72,2.7,100,41.67,rain,0,0,52.2,18.2,67.3,1023.8,53.5,10.8,145.6,12.6,5,,2020-06-26T05:47:41,2020-06-26T18:10:56,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-27,26,11,15.4,26,11,15.4,9.5,69.3,0.3,100,12.5,rain,0,0,38.9,18,73.1,1022.2,67.4,11.1,191,16.5,7,,2020-06-27T05:47:54,2020-06-27T18:11:07,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-28,18.3,11,13.7,18.3,11,13.7,10.5,81.9,3.4,100,70.83,rain,0,0,36,20.6,65.2,1022.8,70,10.4,129.4,11.2,5,,2020-06-28T05:48:08,2020-06-28T18:11:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-29,19.1,10,13.7,19.1,8.4,13.7,9,74.4,2.4,100,45.83,rain,0,0,40.3,17.9,82.3,1023.8,58,11.5,127.8,11.1,5,,2020-06-29T05:48:21,2020-06-29T18:11:28,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-06-30,21.3,8,14.1,21.3,5.5,13.7,8.4,72.7,0.5,100,12.5,rain,0,0,40.7,18.1,63.8,1023.4,43.5,11,206.9,17.9,7,,2020-06-30T05:48:34,2020-06-30T18:11:38,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-01,20,9,13.9,20,8.9,13.9,10.3,81,3.1,100,58.33,rain,0,0,37.1,18.1,221.9,1022.9,59.4,10,202.7,17.6,6,,2020-07-01T05:48:47,2020-07-01T18:11:48,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-02,17.3,10,13.9,17.3,10,13.9,10.1,78.8,1.7,100,50,rain,0,0,41.8,20.1,97.2,1022.7,60.9,10.5,144.6,12.6,5,,2020-07-02T05:49:01,2020-07-02T18:11:57,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-03,19.3,7,14.3,19.3,6.2,14.3,9.4,74.5,1.8,100,41.67,rain,0,0,38.5,20.2,79.4,1023.2,57.4,10.1,192.3,16.6,7,,2020-07-03T05:49:13,2020-07-03T18:12:06,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-04,19.2,11,13.9,19.2,11,13.9,10.4,80.6,4.2,100,70.83,rain,0,0,40.3,27.6,90.1,1022.9,72,9.9,153.2,13.1,5,,2020-07-04T05:49:26,2020-07-04T18:12:15,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-05,20,8.4,13.7,20,7.2,13.6,9,76.2,1.4,100,41.67,rain,0,0,36,23.7,310.6,1023.2,62.1,11,236.4,20.4,8,,2020-07-05T05:49:39,2020-07-05T18:12:22,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-06,19.3,11,13.9,19.3,11,13.9,9.3,76.6,4.1,100,62.5,rain,0,0,36.4,21.9,64,1023.9,57.6,10.1,176,15.3,7,,2020-07-06T05:49:51,2020-07-06T18:12:30,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-07,19.3,10,14,19.3,8.4,14,9.2,74.1,2.3,100,41.67,rain,0,0,42.5,25.2,123.5,1023.5,53.5,11.1,170.1,14.7,7,,2020-07-07T05:50:03,2020-07-07T18:12:37,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-08,20.3,8,14.4,20.3,6.9,14.3,9.1,73.5,0.7,100,25,rain,0,0,42.8,17.1,118.4,1023,54.4,10.4,216.7,18.7,7,,2020-07-08T05:50:15,2020-07-08T18:12:43,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-09,19.9,10.3,14.6,19.9,10.3,14.6,9.1,71.9,1.4,100,37.5,rain,0,0,40,23.6,93.3,1023.5,57.4,10.9,166.6,14.3,6,,2020-07-09T05:50:27,2020-07-09T18:12:49,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-10,19.3,10,14.4,19.3,10,14.4,9.2,72.5,1.8,100,29.17,rain,0,0,41.8,25.4,110,1023.7,59.1,10.7,151.1,13,6,,2020-07-10T05:50:38,2020-07-10T18:12:54,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-11,17.3,10.9,13.4,17.3,10.9,13.4,10.6,83.5,1.3,100,33.33,rain,0,0,39.6,18.1,340.7,1024.8,65.6,10.4,181,15.5,7,,2020-07-11T05:50:49,2020-07-11T18:12:58,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-12,17.4,10.8,13.7,17.4,10.8,13.7,10.6,83,2.8,100,50,rain,0,0,41.4,14.6,4.5,1024.6,69,10.5,219.2,19.1,8,,2020-07-12T05:51:00,2020-07-12T18:13:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-13,18.3,9.8,14.5,18.3,9.1,14.4,9.7,74.9,1.4,100,41.67,rain,0,0,42.5,20.1,117.4,1025,56.3,10.9,203.9,17.7,7,,2020-07-13T05:51:11,2020-07-13T18:13:05,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-14,19.3,10.3,14.6,19.3,10.3,14.6,7.4,63.3,0,0,0,,0,0,55.8,23.6,116.7,1025.2,66.1,11.2,188.4,16.3,7,,2020-07-14T05:51:21,2020-07-14T18:13:08,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-15,18.2,11,13.7,18.2,11,13.7,8.8,73.6,0.2,100,8.33,rain,0,0,37.8,17.9,87.2,1023.6,64.8,11.1,193.3,16.5,7,,2020-07-15T05:51:30,2020-07-15T18:13:10,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-16,18.3,10,13.6,18.3,9.1,13.5,9.3,76.7,0.3,100,12.5,rain,0,0,43.2,20.9,359.5,1023.5,49.4,11.3,192.6,16.7,8,,2020-07-16T05:51:40,2020-07-16T18:13:12,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-17,19.3,10.1,14.1,19.3,10.1,14.1,9.3,75.4,0.3,100,12.5,rain,0,0,40.3,24,120.4,1023.3,58.9,10.7,154.2,13.4,6,,2020-07-17T05:51:49,2020-07-17T18:13:12,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,remote,SKVV"
Bogota,2020-07-18,19.3,9,14.5,19.3,8.4,14.4,9,71.8,0.9,100,16.67,rain,0,0,43.9,25.5,107.1,1023.2,58.3,11.2,172.9,14.9,5,,2020-07-18T05:51:57,2020-07-18T18:13:12,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-19,18.3,9.1,14.1,18.3,8.1,14.1,9.8,76.8,0.7,100,25,rain,0,0,46.1,25.4,144.9,1022.9,53,11,155.7,13.6,6,,2020-07-19T05:52:05,2020-07-19T18:13:12,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-20,19.3,10.3,14.6,19.3,10.3,14.6,8.7,69.2,0,0,0,,0,0,44.6,24.3,146.2,1023.6,72.3,10.7,172.7,15,6,,2020-07-20T05:52:13,2020-07-20T18:13:10,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-21,19.3,9.4,13,19.3,8.4,13,10.2,84.2,0.4,100,16.67,rain,0,0,38.2,16.3,5.9,1023.6,62.6,10.4,146.9,12.7,6,,2020-07-21T05:52:20,2020-07-21T18:13:09,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-22,19.3,9.3,13.2,19.3,8.4,13.1,9.9,81.7,1.6,100,41.67,rain,0,0,36.4,18.1,44,1022.6,53.9,10.8,170.5,14.8,6,,2020-07-22T05:52:27,2020-07-22T18:13:06,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-23,20.3,10,14.1,20.3,9.1,14,10.3,79.9,8.9,100,66.67,rain,0,0,40.7,17.9,47.9,1023.3,59.2,10.2,203.5,17.5,6,,2020-07-23T05:52:33,2020-07-23T18:13:02,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-24,19.1,11,14,19.1,11,14,10.4,80.2,5.1,100,50,rain,0,0,41,23.6,25.3,1023.1,66.5,10.9,131.4,11.3,5,,2020-07-24T05:52:39,2020-07-24T18:12:58,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-25,15.2,9,12.2,15.2,7.3,12.1,9.8,85.8,2.1,100,37.5,rain,0,0,37.4,20.2,141.9,1024.1,52.9,9.4,103.5,8.9,4,,2020-07-25T05:52:44,2020-07-25T18:12:54,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-26,19.3,9,14.2,19.3,7.9,14,9,73.1,0.2,100,8.33,rain,0,0,40.3,25.1,141.9,1024.9,65.2,11,145.3,12.6,5,,2020-07-26T05:52:49,2020-07-26T18:12:48,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-27,19.3,11,14.4,19.3,11,14.4,8.8,69.9,1.1,100,45.83,rain,0,0,42.8,20.6,113,1023.7,60,11.3,189.2,16.3,8,,2020-07-27T05:52:53,2020-07-27T18:12:42,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-28,20.3,10,14.7,20.3,9.6,14.7,8.7,69.3,2.1,100,50,rain,0,0,42.1,17.9,83.6,1023.6,64.1,11.3,227.5,19.6,8,,2020-07-28T05:52:57,2020-07-28T18:12:35,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-29,19.3,10,14.2,19.3,10,14.2,9.5,74.8,0.3,100,4.17,rain,0,0,41.4,14.3,37.7,1024.1,56.9,11,234.2,20.3,8,,2020-07-29T05:53:01,2020-07-29T18:12:28,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-30,22,10,14.9,22,10,14.9,10.5,76.8,5.9,100,66.67,rain,0,0,46.4,23.6,151.8,1023.6,56.8,10.8,96,8.4,4,,2020-07-30T05:53:03,2020-07-30T18:12:19,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-07-31,19.3,9,14.2,19.3,7.6,14.2,7.6,67.5,0.6,100,20.83,rain,0,0,44.6,27.2,151.7,1025.3,41.8,11.1,165.6,14.2,6,,2020-07-31T05:53:06,2020-07-31T18:12:10,0.39,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-01,20.1,9,14,20.1,8.4,13.8,5.1,59.4,0,0,0,,0,0,47.5,25.3,121.2,1026.5,48.9,11.3,257.3,22.2,9,,2020-08-01T05:53:08,2020-08-01T18:12:01,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-02,20.3,7.4,14.3,20.3,6.8,14.1,6.2,62.3,0,0,0,,0,0,47.9,27.7,152.8,1025.7,50.3,11.1,239,20.5,8,,2020-08-02T05:53:09,2020-08-02T18:11:50,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-03,19.3,9.9,14.9,19.3,9.3,14.9,6.7,59.6,0,0,0,,0,0,51.1,27,159.5,1026,60.1,11.4,221.2,19.3,7,,2020-08-03T05:53:10,2020-08-03T18:11:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-04,19.1,10.3,14.7,19.1,10.3,14.7,8.3,66.6,0.2,100,8.33,rain,0,0,50.4,27.1,145.9,1026.1,57.8,11,192.4,16.7,8,,2020-08-04T05:53:10,2020-08-04T18:11:27,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-05,18.3,10.9,14.1,18.3,10.9,14.1,8.8,72,0.1,100,4.17,rain,0,0,46.1,32.7,133.6,1025.1,61.4,11.7,136.5,11.7,6,,2020-08-05T05:53:10,2020-08-05T18:11:15,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-06,18.3,9.8,14.1,18.3,8.8,14,8.5,70.2,0.4,100,16.67,rain,0,0,49.7,28.7,124.9,1024,56.2,11.1,172,14.9,7,,2020-08-06T05:53:09,2020-08-06T18:11:02,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-07,18.2,11,14.3,18.2,11,14.3,9.7,75.2,0.5,100,16.67,rain,0,0,46.4,23.7,121.1,1025.4,78.6,10.4,121.4,10.5,5,,2020-08-07T05:53:07,2020-08-07T18:10:48,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-08,19.2,11,14.5,19.2,11,14.5,9.5,73.5,0.3,100,12.5,rain,0,0,45,31.5,140.8,1025.4,55.1,10.8,133.2,11.5,5,,2020-08-08T05:53:06,2020-08-08T18:10:34,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-09,18.3,10,14.4,18.3,9.6,14.4,8.8,70.9,0.1,100,4.17,rain,0,0,50,25.3,127.6,1025,57.7,11.4,175.2,15.2,6,,2020-08-09T05:53:03,2020-08-09T18:10:19,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-10,19.3,11,14.3,19.3,11,14.3,9.8,75.7,0.4,100,12.5,rain,0,0,39.2,25.5,150.2,1024.1,65.7,10.6,136.3,11.9,5,,2020-08-10T05:53:00,2020-08-10T18:10:03,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-11,20.3,10.9,15,20.3,10.9,15,10.4,76.2,1.2,100,41.67,rain,0,0,39.6,14.7,310,1022.1,53.9,11.2,215.2,18.7,8,,2020-08-11T05:52:57,2020-08-11T18:09:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-12,20.4,10,15.1,20.4,10,15.1,10.8,77.4,3,100,50,rain,0,0,36.7,17.9,152.1,1020.9,58.5,10.8,154.6,13.4,6,,2020-08-12T05:52:53,2020-08-12T18:09:30,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-13,20.1,12,15.4,20.1,12,15.4,9.8,70.7,7.8,100,79.17,rain,0,0,45,20.7,97.4,1021.6,70.9,11.5,126.7,10.8,5,,2020-08-13T05:52:49,2020-08-13T18:09:12,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
Bogota,2020-08-14,18.3,12,14.9,18.3,12,14.9,10.3,74.5,4.6,100,70.83,rain,0,0,37.4,18.3,34.1,1021.1,78.3,11.1,149.9,12.9,6,,2020-08-14T05:52:44,2020-08-14T18:08:54,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"80222099999,SKBO,80234099999,SKVV"
