datetime,tempmax,tempmin,temp,humidity,precip,windspeed,solarradiation
2017-11-03,20.3,11.0,13.7,84.8,6.4,21.6,193.9
2017-11-04,16.3,10.9,12.6,89.3,14.9,12.7,82.7
2017-11-05,19.3,9.8,12.9,85.1,10.8,21.9,207.8
2017-11-06,21.0,6.9,14.1,80.4,2.5,21.7,174.3
2017-11-07,21.3,10.9,15.0,79.0,6.0,14.6,172.4
2017-11-08,20.3,10.0,14.4,80.9,2.6,14.6,193.3
2017-11-09,19.3,12.0,15.0,81.2,7.8,20.6,153.9
2017-11-10,20.3,13.0,15.0,83.2,8.6,14.6,186.1
2017-11-11,20.2,11.8,14.5,84.0,2.1,21.9,152.7
2017-11-12,21.2,6.0,14.1,76.4,0.1,14.6,229.2
2017-11-13,21.3,8.0,13.9,78.6,1.8,18.0,198.3
2017-11-14,21.0,9.0,14.2,81.3,4.4,18.1,189.8
2017-11-15,18.0,11.0,13.6,86.4,5.3,18.4,166.3
2017-11-16,21.2,11.0,15.5,77.4,14.7,18.2,176.4
2017-11-17,19.3,11.0,14.3,80.3,24.1,25.2,137.5
2017-11-18,20.2,10.0,14.1,84.1,3.4,20.6,191.4
2017-11-19,20.3,10.1,14.5,84.8,11.2,18.0,166.5
2017-11-20,19.3,11.0,14.1,85.3,4.5,25.1,164.8
2017-11-21,20.3,7.0,13.7,79.3,1.1,21.9,238.4
2017-11-22,21.3,7.0,14.0,80.3,2.1,23.6,232.9
2017-11-23,19.4,7.5,13.7,81.8,2.5,18.0,233.1
2017-11-24,19.3,9.0,14.3,79.1,1.9,18.1,223.0
2017-11-25,20.3,11.4,14.6,77.9,1.2,14.5,188.3
2017-11-26,24.0,10.0,15.0,73.9,0.7,20.3,180.9
2017-11-27,20.3,8.1,13.7,75.5,0.6,17.8,188.4
2017-11-28,20.3,9.4,14.3,70.9,0.5,18.2,199.9
2017-11-29,22.3,10.0,15.2,69.5,0.1,18.0,247.8
2017-11-30,21.3,9.0,14.2,78.7,0.8,27.6,232.8
2017-12-01,19.3,12.0,14.5,81.2,9.5,23.6,195.2
2017-12-02,21.0,11.0,14.2,85.1,8.4,18.4,194.3
2017-12-03,19.3,9.4,14.0,76.2,0.8,18.0,195.5
2017-12-04,20.3,9.1,14.2,72.4,0.0,20.2,202.0
2017-12-05,19.4,10.8,14.0,68.8,0.2,25.4,215.9
2017-12-06,20.3,6.0,13.2,65.8,0.0,28.6,237.5
2017-12-07,20.3,5.1,13.0,69.1,0.8,22.3,224.3
2017-12-08,20.4,7.8,13.5,76.4,1.5,18.0,198.9
2017-12-09,22.3,9.4,13.9,81.6,3.5,23.7,207.3
2017-12-10,20.3,10.0,14.8,80.0,4.2,32.8,205.8
2017-12-11,20.3,10.8,14.8,78.0,1.4,24.1,225.2
2017-12-12,18.9,10.0,14.0,79.3,4.0,21.7,148.8
2017-12-13,20.3,9.6,14.6,77.3,1.0,27.1,231.4
2017-12-14,20.3,8.0,14.0,66.7,0.9,25.2,218.7
2017-12-15,18.3,4.5,12.3,71.9,0.3,20.6,176.6
2017-12-16,21.2,4.5,13.2,79.2,0.4,24.2,204.5
2017-12-17,22.3,8.0,14.1,75.9,0.0,20.2,269.2
2017-12-18,21.3,2.0,12.5,72.1,0.0,19.9,294.1
2017-12-19,21.0,6.0,13.2,77.1,0.0,23.6,287.7
2017-12-20,20.3,7.0,13.1,78.7,0.0,21.9,262.6
2017-12-21,20.3,7.0,13.3,78.7,1.6,21.7,212.5
2017-12-22,21.3,9.0,14.5,75.6,1.9,22.3,203.8
2017-12-23,20.3,10.0,14.5,75.5,0.6,17.8,220.7
2017-12-24,19.4,8.4,14.3,74.2,1.6,11.3,225.5
2017-12-25,19.3,11.0,14.3,79.1,2.2,25.9,200.1
2017-12-26,19.0,10.0,14.0,79.8,5.1,18.0,147.8
2017-12-27,18.4,11.9,14.2,75.2,6.2,21.9,106.6
2017-12-28,19.3,9.4,14.1,72.8,0.9,18.1,193.7
2017-12-29,18.4,11.0,13.9,82.2,11.2,25.4,149.9
2017-12-30,19.4,10.0,13.7,85.2,20.0,25.4,129.0
2017-12-31,19.3,9.8,13.5,83.2,10.2,18.3,146.0
2018-01-01,20.1,10.3,13.3,84.4,10.2,14.4,146.0
2018-01-02,16.3,10.0,12.6,87.1,3.2,10.0,176.0
2018-01-03,21.0,8.0,13.7,74.8,1.2,22.1,207.5
2018-01-04,21.3,6.0,12.8,83.1,2.2,21.8,229.7
2018-01-05,21.5,7.5,13.7,80.8,3.3,23.6,212.8
2018-01-06,20.3,11.0,14.6,73.0,8.8,17.8,154.7
2018-01-07,20.3,4.0,12.9,77.0,1.8,21.9,167.0
2018-01-08,21.3,8.0,13.9,76.3,2.9,21.9,154.2
2018-01-09,19.3,10.4,14.2,77.9,15.3,24.2,129.4
2018-01-10,21.3,10.0,14.5,76.3,10.9,23.7,128.2
2018-01-11,18.3,9.3,14.0,74.4,4.9,18.0,128.2
2018-01-12,18.2,10.9,14.1,73.4,2.1,18.0,158.2
2018-01-13,18.3,10.0,13.8,78.9,3.4,17.9,193.6
2018-01-14,19.3,8.0,12.8,83.7,8.9,20.2,160.8
2018-01-15,20.3,6.0,13.2,79.2,5.0,22.0,187.5
2018-01-16,20.3,9.0,13.7,73.2,0.6,17.0,206.2
2018-01-17,18.2,10.8,13.4,79.8,4.5,14.6,226.1
2018-01-18,18.3,10.0,13.4,81.1,2.1,17.8,186.8
2018-01-19,19.3,10.2,14.0,69.8,2.1,26.9,171.0
2018-01-20,20.3,8.1,14.0,60.3,0.4,28.7,211.9
2018-01-21,19.3,6.9,13.0,64.1,0.0,22.1,236.4
2018-01-22,18.4,8.0,12.8,69.8,0.2,23.6,203.4
2018-01-23,21.4,5.1,12.8,65.8,0.5,25.5,251.6
2018-01-24,24.0,4.0,13.3,61.7,0.0,20.1,268.4
2018-01-25,20.3,4.8,13.2,67.7,0.0,20.6,223.2
2018-01-26,21.3,5.0,12.5,76.4,0.2,21.7,228.5
2018-01-27,21.3,5.0,13.4,78.5,0.8,18.0,215.5
2018-01-28,21.3,7.0,14.3,76.0,2.2,21.7,191.4
2018-01-29,23.0,5.5,14.1,73.7,0.7,20.2,198.6
2018-01-30,22.1,5.0,13.3,77.6,0.8,20.7,157.4
2018-01-31,21.3,5.0,13.7,71.3,0.6,22.0,214.8
2018-02-01,21.3,5.0,13.4,78.0,1.2,21.7,216.2
2018-02-02,21.3,9.0,14.8,76.0,9.1,25.4,205.2
2018-02-03,22.8,9.0,14.2,80.0,5.1,21.7,170.7
2018-02-04,21.3,10.9,15.3,78.1,8.3,21.5,146.3
2018-02-05,22.2,10.4,15.7,76.0,2.1,23.6,232.6
2018-02-06,21.0,9.4,15.1,76.6,15.5,27.1,169.9
2018-02-07,22.1,10.0,15.8,72.4,4.2,25.9,194.5
2018-02-08,21.3,4.0,13.5,76.1,2.7,25.2,224.4
2018-02-09,21.3,11.0,15.2,69.5,2.9,21.7,239.0
2018-02-10,21.3,11.0,15.1,59.4,0.7,18.0,263.7
2018-02-11,21.3,8.0,14.8,59.6,0.2,18.1,231.2
2018-02-12,24.0,9.4,14.8,67.7,0.5,20.2,238.1
2018-02-13,20.3,8.0,14.0,73.3,3.1,28.7,188.6
2018-02-14,25.0,11.0,15.5,77.1,18.5,25.9,130.2
2018-02-15,20.2,11.0,14.9,76.8,9.9,21.9,195.4
2018-02-16,21.1,10.0,14.4,76.5,4.0,22.3,199.3
2018-02-17,19.3,10.4,15.0,71.2,8.1,18.3,151.9
2018-02-18,19.3,12.0,14.7,79.4,6.2,23.4,123.7
2018-02-19,21.2,9.8,15.1,73.0,16.5,25.4,175.5
2018-02-20,21.4,8.4,14.9,70.4,6.7,28.8,179.3
2018-02-21,20.1,6.6,14.0,75.2,7.4,28.2,200.7
2018-02-22,18.4,10.2,13.9,79.0,3.4,17.8,208.4
2018-02-23,17.3,8.4,12.9,78.7,4.1,17.9,208.8
2018-02-24,17.4,8.9,12.5,82.4,12.7,20.6,175.4
2018-02-25,16.4,7.0,11.5,78.0,8.1,13.4,176.2
2018-02-26,19.0,7.0,13.2,75.1,2.0,23.7,201.3
2018-02-27,20.4,3.0,12.7,75.0,1.3,23.4,229.1
2018-02-28,21.2,8.0,14.3,72.6,1.5,25.3,251.3
2018-03-01,20.4,7.8,13.9,75.7,7.0,23.6,180.2
2018-03-02,20.1,11.0,14.4,75.9,6.7,21.8,169.5
2018-03-03,20.3,10.0,14.4,73.6,4.0,20.2,163.6
2018-03-04,19.4,9.0,13.4,80.0,4.1,18.4,220.0
2018-03-05,19.1,9.0,13.1,84.4,3.8,21.7,203.2
2018-03-06,18.0,10.0,13.5,76.4,1.1,13.0,173.5
2018-03-07,18.3,11.0,14.5,72.2,1.1,18.0,222.9
2018-03-08,18.2,11.0,14.1,75.6,0.7,17.8,190.9
2018-03-09,18.3,10.0,13.8,74.3,0.0,17.9,228.0
2018-03-10,20.3,7.9,14.1,65.6,0.0,28.9,255.2
2018-03-11,20.4,9.8,15.4,59.4,0.0,25.5,274.9
2018-03-12,21.4,7.0,14.1,68.6,0.0,23.7,294.0
2018-03-13,22.3,6.0,13.8,70.9,0.0,21.7,292.1
2018-03-14,23.3,7.0,14.4,68.3,0.0,24.1,275.4
2018-03-15,21.3,6.0,13.9,73.1,1.6,21.6,233.2
2018-03-16,20.6,8.8,14.3,73.7,0.4,23.6,249.2
2018-03-17,22.3,5.0,14.0,69.5,0.4,26.9,266.6
2018-03-18,21.4,8.0,13.9,78.8,2.5,28.9,151.3
2018-03-19,20.1,11.0,14.9,77.1,5.0,24.0,184.6
2018-03-20,19.3,11.3,15.3,73.1,8.8,20.1,176.8
2018-03-21,21.3,10.4,15.1,68.5,1.0,23.7,219.0
2018-03-22,22.3,9.9,14.9,70.3,1.5,22.0,219.0
2018-03-23,21.1,8.0,14.3,77.6,6.6,18.0,240.3
2018-03-24,17.3,11.0,13.6,82.4,24.8,12.7,127.1
2018-03-25,31.0,11.4,16.0,72.7,7.1,21.7,188.3
2018-03-26,21.4,11.9,15.2,75.2,6.7,18.2,180.8
2018-03-27,20.2,11.0,14.7,79.2,6.8,18.0,239.8
2018-03-28,17.3,11.8,14.0,83.8,14.1,18.2,131.9
2018-03-29,18.2,12.0,14.4,75.7,4.0,18.0,109.9
2018-03-30,19.2,9.4,14.2,79.2,3.1,11.1,188.3
2018-03-31,20.1,11.8,14.0,85.0,25.5,18.0,139.7
2018-04-01,18.4,11.0,14.1,81.8,10.6,25.4,164.0
2018-04-02,18.2,12.0,13.8,86.0,12.1,17.8,87.8
2018-04-03,18.2,11.4,14.3,84.4,11.7,18.2,166.1
2018-04-04,18.2,11.0,13.4,85.3,22.7,25.1,106.5
2018-04-05,19.2,10.0,13.9,81.3,19.3,20.2,192.0
2018-04-06,14.5,11.0,12.8,84.4,23.8,14.8,121.7
2018-04-07,19.1,11.0,13.6,81.1,8.7,23.4,170.1
2018-04-08,20.3,9.0,13.5,82.4,5.1,31.4,203.4
2018-04-09,20.3,10.0,14.5,78.4,3.7,21.6,155.7
2018-04-10,17.2,12.0,13.8,85.1,6.3,20.0,149.1
2018-04-11,17.2,11.1,13.7,86.2,8.1,14.4,118.3
2018-04-12,18.8,11.0,13.8,87.0,13.8,18.0,149.9
2018-04-13,19.2,10.8,14.0,82.7,6.8,18.2,149.5
2018-04-14,17.2,11.8,13.5,86.2,27.1,15.1,100.7
2018-04-15,19.2,9.9,14.2,75.0,2.7,17.8,172.3
2018-04-16,19.3,10.3,14.4,75.3,3.1,20.0,216.2
2018-04-17,18.2,11.0,14.2,79.5,4.3,16.9,173.5
2018-04-18,20.1,10.0,14.6,75.7,7.4,28.9,119.6
2018-04-19,18.2,10.0,14.1,73.4,4.6,26.9,146.0
2018-04-20,16.4,9.0,13.8,70.6,0.5,20.0,151.3
2018-04-21,20.3,9.9,14.2,72.3,1.6,25.4,180.1
2018-04-22,19.1,7.4,12.8,79.1,4.0,25.2,164.8
2018-04-23,20.4,9.3,15.1,66.9,1.9,23.4,213.0
2018-04-24,18.3,10.0,13.9,77.7,2.8,18.6,197.7
2018-04-25,20.3,9.0,14.5,74.3,1.0,17.8,188.2
2018-04-26,18.2,10.9,14.1,83.5,0.5,14.7,151.3
2018-04-27,17.1,12.0,13.7,85.6,1.7,14.6,125.9
2018-04-28,20.3,12.0,14.3,82.6,5.9,20.2,149.9
2018-04-29,15.0,10.0,12.5,86.3,5.0,11.2,123.9
2018-04-30,18.0,10.0,14.2,75.1,1.3,18.4,200.6
2018-05-01,18.0,7.0,12.8,78.6,0.8,14.8,184.4
2018-05-02,20.0,11.4,14.6,78.4,1.0,20.1,147.7
2018-05-03,19.3,10.3,15.1,74.2,2.5,17.9,217.8
2018-05-04,19.3,11.0,13.9,85.4,8.1,21.7,165.4
2018-05-05,17.3,11.0,13.7,86.5,4.5,18.1,180.8
2018-05-06,17.2,8.4,13.2,83.9,7.0,11.2,110.3
2018-05-07,19.1,11.9,14.1,83.4,4.7,19.9,139.4
2018-05-08,18.3,11.0,13.2,87.4,18.0,14.4,98.1
2018-05-09,18.3,12.0,14.3,84.2,5.3,14.6,144.7
2018-05-10,17.3,11.0,13.9,83.1,2.8,22.0,165.0
2018-05-11,19.1,11.0,14.3,84.7,3.8,18.2,167.8
2018-05-12,20.3,10.9,15.3,73.3,2.7,21.7,201.9
2018-05-13,17.4,11.0,14.1,84.4,41.6,13.5,96.0
2018-05-14,17.2,11.0,14.0,83.2,10.3,13.4,147.0
2018-05-15,18.3,11.0,13.6,85.1,16.1,14.8,126.2
2018-05-16,19.3,9.0,14.3,73.6,0.7,21.9,225.4
2018-05-17,20.3,11.0,15.2,70.8,1.2,18.1,158.2
2018-05-18,19.1,9.0,13.6,81.8,2.7,17.8,184.9
2018-05-19,19.1,11.0,14.4,81.0,2.1,17.0,173.5
2018-05-20,18.3,11.0,14.4,77.5,0.5,21.9,158.0
2018-05-21,18.3,10.0,13.7,81.4,2.5,17.9,147.5
2018-05-22,20.2,7.0,13.8,77.3,1.9,20.6,181.9
2018-05-23,17.4,11.0,14.0,79.5,4.1,13.0,111.1
2018-05-24,18.1,11.0,14.2,77.4,0.2,21.7,158.7
2018-05-25,20.3,10.3,15.0,72.9,0.7,21.5,156.8
2018-05-26,19.2,11.8,14.9,74.9,2.5,23.6,171.8
2018-05-27,18.3,9.0,14.2,81.4,1.6,18.0,180.9
2018-05-28,17.2,11.0,13.7,82.2,9.4,16.2,106.0
2018-05-29,19.3,10.0,14.6,78.7,1.1,18.2,194.1
2018-05-30,18.4,12.0,14.5,82.9,4.1,14.0,188.9
2018-05-31,20.1,11.0,15.1,74.1,2.5,19.9,170.3
2018-06-01,17.3,10.0,13.8,79.2,1.9,17.9,169.5
2018-06-02,19.3,8.3,14.0,76.8,1.2,19.9,158.1
2018-06-03,19.3,11.9,14.9,75.1,0.9,25.4,142.1
2018-06-04,18.2,11.0,14.6,80.5,4.2,18.0,140.5
2018-06-05,19.3,10.0,14.7,73.5,1.0,22.2,131.0
2018-06-06,20.2,11.0,15.2,71.3,1.9,23.4,183.1
2018-06-07,19.1,8.0,13.8,76.7,0.4,25.2,203.0
2018-06-08,20.2,10.0,15.0,76.6,2.1,21.7,140.2
2018-06-09,19.1,11.0,15.1,71.7,3.2,25.0,114.8
2018-06-10,20.1,11.0,15.1,70.0,1.5,27.2,133.7
2018-06-11,19.1,11.0,14.0,77.2,2.9,14.8,97.8
2018-06-12,19.3,9.0,14.0,72.5,1.6,21.6,126.5
2018-06-13,20.2,11.0,14.4,75.4,5.3,17.9,142.6
2018-06-14,19.2,11.0,14.7,70.7,5.5,27.6,142.7
2018-06-15,18.2,10.0,14.0,72.2,0.1,20.1,114.8
2018-06-16,19.2,10.0,14.5,73.8,1.7,21.6,124.7
2018-06-17,19.8,9.9,14.5,72.1,1.5,27.6,121.4
2018-06-18,18.2,10.8,14.6,69.9,1.5,31.0,112.6
2018-06-19,18.1,9.3,14.2,69.8,0.3,30.8,132.0
2018-06-20,19.2,10.3,13.2,80.8,2.1,18.3,165.4
2018-06-21,17.3,9.0,12.9,82.6,0.8,16.4,139.6
2018-06-22,19.2,9.0,13.7,74.4,1.9,16.4,177.0
2018-06-23,19.3,11.0,14.9,70.7,1.1,20.6,194.0
2018-06-24,19.2,11.0,14.4,73.2,1.2,21.9,167.5
2018-06-25,18.3,10.0,13.7,72.9,0.8,21.8,171.4
2018-06-26,16.3,8.4,12.9,74.8,0.8,21.5,121.6
2018-06-27,17.3,9.8,13.2,78.2,0.7,14.4,174.7
2018-06-28,16.3,10.0,13.0,80.6,5.8,18.1,103.8
2018-06-29,19.4,8.0,13.9,69.8,2.4,18.0,200.4
2018-06-30,17.3,9.9,12.6,73.6,2.2,18.8,151.2
2018-07-01,19.1,8.9,13.0,78.1,1.0,20.1,213.8
2018-07-02,18.3,8.3,13.1,82.7,0.8,20.1,180.0
2018-07-03,18.1,10.0,13.3,80.9,5.2,21.7,161.8
2018-07-04,19.3,9.1,14.0,73.6,6.0,24.1,139.4
2018-07-05,19.3,10.8,14.2,71.9,0.9,25.4,139.1
2018-07-06,18.3,8.8,13.5,79.3,0.5,17.9,130.8
2018-07-07,17.9,11.0,13.7,77.6,8.6,16.9,125.5
2018-07-08,19.3,9.3,15.0,67.2,0.3,19.9,182.8
2018-07-09,18.3,10.9,14.5,70.4,8.2,27.6,113.5
2018-07-10,18.1,11.0,14.0,73.2,2.8,28.5,134.3
2018-07-11,19.3,10.0,14.3,72.7,1.2,21.9,178.1
2018-07-12,20.0,11.0,15.0,70.0,4.4,27.1,107.2
2018-07-13,18.1,10.3,14.3,69.6,0.8,21.9,125.5
2018-07-14,19.3,11.0,14.8,66.2,0.0,22.3,172.9
2018-07-15,18.3,11.0,14.4,70.7,0.4,27.3,207.4
2018-07-16,18.3,10.0,13.6,75.8,1.6,25.4,164.5
2018-07-17,17.2,11.0,13.8,75.7,2.0,21.7,107.6
2018-07-18,18.3,11.0,14.2,67.7,0.1,22.0,175.6
2018-07-19,18.3,10.0,13.9,74.3,1.1,17.8,133.0
2018-07-20,18.0,10.8,14.1,70.8,0.6,22.3,166.5
2018-07-21,18.0,11.0,14.4,69.3,4.9,29.5,124.7
2018-07-22,18.0,10.0,14.0,62.0,0.4,27.7,205.7
2018-07-23,20.3,10.0,14.3,70.1,0.4,22.0,179.1
2018-07-24,17.2,10.3,13.2,79.1,8.0,18.0,89.5
2018-07-25,19.4,8.3,14.4,70.6,1.9,25.1,177.4
2018-07-26,19.1,10.0,14.7,70.7,3.8,32.5,140.3
2018-07-27,19.3,11.0,14.4,72.5,3.4,25.4,128.8
2018-07-28,17.4,9.8,13.7,76.6,0.7,18.1,165.4
2018-07-29,20.3,10.8,14.9,69.4,0.9,21.9,162.2
2018-07-30,19.4,11.3,14.3,76.2,3.8,18.1,197.9
2018-07-31,16.3,10.3,13.1,79.3,2.6,17.8,136.7
2018-08-01,18.1,9.0,13.2,75.8,1.1,25.4,113.9
2018-08-02,18.3,10.0,13.8,72.1,0.5,17.8,224.1
2018-08-03,19.3,6.9,13.9,68.3,2.1,21.5,241.8
2018-08-04,18.3,11.0,14.2,75.4,2.3,21.7,186.9
2018-08-05,20.1,10.0,14.2,70.6,3.9,21.9,146.3
2018-08-06,19.3,9.9,14.8,60.0,0.0,27.6,230.9
2018-08-07,17.1,8.9,13.2,67.9,4.3,42.5,179.5
2018-08-08,18.4,8.8,13.8,66.9,0.3,25.3,189.0
2018-08-09,17.1,10.0,13.3,69.5,2.5,35.1,154.8
2018-08-10,19.4,7.3,13.7,55.4,0.0,28.9,284.2
2018-08-11,19.3,7.4,13.6,64.0,0.0,25.2,261.2
2018-08-12,18.2,9.0,13.3,73.3,0.3,21.8,168.4
2018-08-13,19.4,10.0,13.4,79.5,3.5,14.8,143.5
2018-08-14,17.3,10.0,13.3,74.8,5.1,22.3,126.6
2018-08-15,19.4,8.0,14.1,63.0,0.9,23.7,192.8
2018-08-16,18.5,5.8,13.3,57.1,0.0,21.7,276.8
2018-08-17,27.0,9.0,14.5,72.2,0.2,27.1,178.7
2018-08-18,19.3,8.0,13.7,69.5,0.8,28.4,153.5
2018-08-19,19.3,9.9,13.9,68.4,0.2,32.7,227.3
2018-08-20,17.4,9.4,13.5,71.8,0.1,20.1,222.5
2018-08-21,19.5,9.4,14.7,64.1,1.3,25.1,179.5
2018-08-22,19.3,10.6,14.6,62.1,0.3,66.1,193.8
2018-08-23,19.3,7.0,13.1,73.5,0.0,25.3,201.2
2018-08-24,19.5,10.0,14.6,63.8,0.2,21.9,240.2
2018-08-25,20.2,9.0,14.4,64.3,0.1,21.9,212.0
2018-08-26,20.3,9.8,14.8,65.4,0.0,31.0,234.1
2018-08-27,18.3,10.0,13.9,69.3,1.0,27.2,158.0
2018-08-28,18.2,7.4,13.6,68.7,0.0,21.9,177.4
2018-08-29,17.2,10.0,13.5,80.7,1.1,18.3,129.3
2018-08-30,19.3,9.3,14.2,72.5,0.0,27.7,173.5
2018-08-31,19.3,6.0,13.4,72.6,0.7,16.9,231.0
2018-09-01,22.1,6.0,14.0,73.1,0.1,18.0,271.5
2018-09-02,21.2,7.0,13.3,77.0,0.9,18.0,242.0
2018-09-03,19.3,9.0,14.6,68.8,0.6,28.4,200.8
2018-09-04,20.0,11.0,14.8,66.0,2.8,25.2,180.9
2018-09-05,18.3,10.0,13.3,77.2,2.8,19.9,169.7
2018-09-06,17.3,11.0,13.6,79.2,1.8,18.0,179.6
2018-09-07,17.3,10.9,13.2,87.2,2.6,18.0,181.3
2018-09-08,19.3,11.0,14.3,75.7,1.6,25.1,204.1
2018-09-09,19.4,9.0,14.2,68.2,0.1,26.9,260.7
2018-09-10,19.3,8.4,13.9,72.5,0.0,17.9,233.2
2018-09-11,18.3,10.3,14.1,76.8,1.6,16.2,211.7
2018-09-12,19.3,10.0,14.0,79.3,2.5,18.0,235.4
2018-09-13,19.3,10.8,14.0,80.5,4.3,23.6,207.3
2018-09-14,19.3,10.0,13.9,82.6,2.6,21.9,173.0
2018-09-15,18.1,11.0,13.4,84.5,5.7,18.2,155.4
2018-09-16,18.4,10.0,14.1,66.8,2.6,25.2,164.1
2018-09-17,21.1,6.0,13.3,71.9,0.2,27.3,280.7
2018-09-18,20.3,10.3,14.9,68.2,1.1,22.0,227.5
2018-09-19,20.3,7.4,13.7,71.6,0.0,25.4,248.7
2018-09-20,21.3,8.3,14.8,61.1,0.0,28.8,297.8
2018-09-21,21.3,5.9,13.7,68.7,0.0,21.8,271.0
2018-09-22,20.3,10.8,14.7,72.0,0.0,20.6,221.5
2018-09-23,20.3,8.0,14.1,72.4,0.0,25.4,225.3
2018-09-24,19.3,10.0,14.2,69.0,0.0,29.2,274.2
2018-09-25,18.3,7.0,12.8,73.5,0.0,25.4,260.8
2018-09-26,19.3,8.9,14.1,73.4,1.1,21.9,184.0
2018-09-27,18.2,11.0,14.0,75.6,0.9,13.0,210.0
2018-09-28,21.3,6.4,14.8,72.1,1.3,27.1,251.5
2018-09-29,22.3,10.4,15.9,69.1,1.4,26.9,244.1
2018-09-30,22.2,10.0,15.3,69.3,2.8,22.0,249.9
2018-10-01,20.3,9.0,14.9,73.1,14.4,18.1,237.5
2018-10-02,22.2,9.4,15.1,67.2,12.3,18.1,214.7
2018-10-03,20.3,8.0,13.8,76.3,6.1,29.2,186.3
2018-10-04,20.3,11.0,14.8,74.4,3.2,18.0,198.0
2018-10-05,18.4,9.4,14.4,79.7,3.8,17.8,175.5
2018-10-06,17.3,10.8,13.2,89.6,7.6,14.6,95.7
2018-10-07,19.2,11.0,14.6,81.1,6.6,14.6,185.0
2018-10-08,21.3,10.4,15.0,74.8,4.8,16.4,217.8
2018-10-09,20.3,10.0,14.5,80.1,4.1,20.2,201.2
2018-10-10,18.4,11.0,13.5,86.3,17.1,20.9,177.9
2018-10-11,19.3,11.0,13.6,82.5,20.1,17.9,119.2
2018-10-12,19.3,10.0,14.2,79.5,9.6,21.8,162.8
2018-10-13,20.2,11.0,14.5,80.5,3.7,23.7,125.8
2018-10-14,20.3,11.3,14.6,77.9,3.1,20.2,213.6
2018-10-15,21.3,10.1,14.6,78.9,2.6,23.8,208.1
2018-10-16,19.3,8.4,14.7,70.5,1.1,14.7,212.0
2018-10-17,21.3,9.0,14.0,77.4,0.5,23.8,246.5
2018-10-18,19.4,6.5,13.4,79.5,1.7,21.9,249.6
2018-10-19,20.3,11.0,15.0,76.6,3.8,25.4,173.2
2018-10-20,20.3,10.0,14.8,75.3,1.1,21.7,175.3
2018-10-21,19.3,10.0,13.8,81.4,9.0,20.1,136.5
2018-10-22,20.3,9.0,14.4,80.6,1.5,20.7,195.5
2018-10-23,20.3,12.0,15.4,78.8,6.8,21.8,166.0
2018-10-24,20.3,10.0,14.4,83.6,2.0,22.0,196.8
2018-10-25,21.1,10.1,14.9,81.6,7.7,20.1,166.5
2018-10-26,18.4,11.0,14.9,80.0,4.9,18.0,125.9
2018-10-27,19.3,12.0,15.2,69.2,0.6,23.7,192.9
2018-10-28,20.3,7.5,14.5,75.3,1.1,20.6,246.5
2018-10-29,19.4,10.0,14.6,76.0,0.1,14.8,234.6
2018-10-30,19.3,8.0,13.7,73.3,0.6,16.4,230.0
2018-10-31,19.3,6.9,13.9,73.2,0.9,24.0,195.3
2018-11-01,21.3,10.0,14.6,68.7,0.5,25.5,187.7
2018-11-02,19.3,9.0,13.6,78.9,1.8,17.9,155.2
2018-11-03,21.3,9.8,13.4,79.1,2.9,22.3,216.0
2018-11-04,19.3,9.0,13.3,83.6,2.6,20.7,235.2
2018-11-05,18.3,12.0,14.4,78.0,14.1,16.9,157.1
2018-11-06,21.2,11.0,14.8,78.4,3.4,25.4,215.6
2018-11-07,20.2,11.0,15.1,79.2,4.6,21.9,195.2
2018-11-08,21.3,10.0,15.4,74.6,3.0,18.0,186.5
2018-11-09,17.3,11.0,14.4,84.6,16.4,18.0,72.8
2018-11-10,19.2,12.0,14.6,86.3,7.5,18.0,176.4
2018-11-11,19.3,12.3,15.2,80.1,5.4,14.7,195.2
2018-11-12,20.0,11.0,15.5,67.1,1.6,20.7,183.5
2018-11-13,19.4,9.0,13.7,78.7,0.7,14.6,216.3
2018-11-14,27.0,8.0,14.1,79.9,0.8,21.9,260.1
2018-11-15,21.3,9.3,14.4,80.5,2.5,24.1,190.6
2018-11-16,22.2,11.8,15.6,79.0,4.0,20.5,167.9
2018-11-17,21.2,11.0,15.4,77.2,3.1,17.9,213.6
2018-11-18,20.3,11.8,15.1,78.4,2.1,20.1,162.5
2018-11-19,19.3,11.0,14.9,75.4,0.6,14.5,189.4
2018-11-20,21.3,12.0,15.9,70.4,1.1,16.4,187.3
2018-11-21,21.1,10.4,15.2,75.5,1.6,14.3,216.6
2018-11-22,21.2,11.9,15.0,81.6,7.0,21.8,216.4
2018-11-23,21.2,11.3,15.9,78.0,11.2,25.4,148.3
2018-11-24,22.2,9.4,14.2,85.0,8.3,12.9,170.2
2018-11-25,20.3,11.0,15.1,77.6,5.2,17.8,171.3
2018-11-26,21.3,10.3,14.9,76.9,2.4,18.0,196.6
2018-11-27,19.4,10.3,14.1,80.2,5.2,23.6,149.9
2018-11-28,20.3,12.0,14.4,80.3,13.3,32.9,140.1
2018-11-29,21.3,10.0,14.9,81.1,3.4,19.9,194.7
2018-11-30,20.2,12.0,14.4,83.3,13.9,21.6,145.6
2018-12-01,20.2,8.2,13.9,81.5,1.8,25.2,205.3
2018-12-02,20.4,5.5,13.9,75.4,1.8,25.3,166.2
2018-12-03,26.0,8.0,14.8,73.8,0.8,23.7,178.2
2018-12-04,20.3,9.0,14.4,75.4,0.1,23.6,198.3
2018-12-05,19.2,6.0,12.9,79.0,1.1,28.8,238.2
2018-12-06,19.3,10.0,13.7,76.9,1.5,20.6,148.4
