datetime,tempmax,tempmin,temp,humidity,precip,windspeed,solarradiation
2014-01-06,18.3,12.0,13.6,85.1,4.4,21.5,101.8
2014-01-07,18.0,10.0,13.4,86.8,6.4,18.4,125.4
2014-01-08,17.0,10.5,13.3,91.1,8.5,22.3,163.5
2014-01-09,18.4,9.0,13.5,77.5,1.6,18.4,201.3
2014-01-10,29.7,6.0,13.5,75.9,1.1,20.0,244.2
2014-01-11,21.3,10.0,14.5,73.1,1.6,27.6,203.7
2014-01-12,20.2,11.0,14.0,80.1,2.5,28.9,190.9
2014-01-13,19.4,7.5,13.2,77.0,0.7,25.3,200.2
2014-01-14,25.1,7.0,14.1,70.1,0.2,20.5,227.8
2014-01-15,20.3,7.5,13.4,75.0,0.5,18.0,207.1
2014-01-16,21.3,7.0,13.3,79.4,2.2,21.7,188.4
2014-01-17,19.4,9.0,14.5,68.2,0.2,27.6,221.0
2014-01-18,18.4,11.5,14.9,67.6,1.6,17.9,186.8
2014-01-19,20.2,10.0,14.5,71.7,4.5,20.1,188.3
2014-01-20,22.3,7.0,14.1,69.5,0.8,21.5,211.3
2014-01-21,21.3,7.0,13.8,77.3,0.6,21.9,207.0
2014-01-22,19.4,10.0,14.6,77.7,4.8,25.4,155.0
2014-01-23,20.4,8.0,13.8,74.3,0.0,28.9,215.1
2014-01-24,21.2,3.0,13.0,80.5,0.9,25.1,255.8
2014-01-25,20.3,9.3,14.6,76.7,2.7,24.2,191.1
2014-01-26,18.4,9.0,13.5,84.4,5.4,17.9,196.1
2014-01-27,19.8,7.0,13.8,78.1,3.6,27.6,177.3
2014-01-28,20.3,9.0,13.9,75.5,3.3,17.9,177.5
2014-01-29,20.3,8.0,14.4,75.5,2.5,21.9,219.4
2014-01-30,20.3,10.2,14.2,77.1,2.0,25.3,178.0
2014-01-31,20.3,10.4,14.7,72.6,0.8,25.2,205.6
2014-02-01,20.3,4.0,13.0,78.8,0.2,22.0,190.1
2014-02-02,20.3,7.0,13.1,80.2,0.4,25.4,186.0
2014-02-03,20.3,8.0,13.9,75.5,1.6,21.9,239.9
2014-02-04,21.4,8.5,14.4,77.8,4.4,27.2,175.6
2014-02-05,20.3,7.0,13.9,76.1,5.8,27.5,181.1
2014-02-06,20.3,7.0,13.5,75.5,8.0,25.3,177.5
2014-02-07,20.4,8.0,13.1,81.3,5.7,20.1,181.9
2014-02-08,20.3,9.0,14.8,69.1,1.9,27.1,186.0
2014-02-09,20.2,7.0,12.8,77.9,2.2,130.5,209.6
2014-02-10,21.3,8.0,14.8,68.8,2.4,25.3,183.5
2014-02-11,21.3,10.0,15.4,66.1,2.0,20.0,212.0
2014-02-12,28.0,7.0,13.9,75.4,1.6,21.9,212.3
2014-02-13,19.4,7.9,13.0,81.5,4.2,20.1,245.0
2014-02-14,20.4,6.9,13.1,77.7,2.0,21.8,230.6
2014-02-15,21.4,9.0,14.1,74.0,3.5,27.1,231.9
2014-02-16,32.0,6.0,13.3,82.0,2.1,32.6,222.5
2014-02-17,19.3,7.1,13.7,80.3,3.2,21.9,227.2
2014-02-18,20.4,10.0,14.8,79.2,4.3,25.2,183.5
2014-02-19,30.0,12.0,14.7,82.0,2.9,13.4,147.6
2014-02-20,19.2,11.0,14.2,81.8,7.3,24.1,190.7
2014-02-21,19.2,9.0,13.6,84.9,6.2,25.4,109.7
2014-02-22,20.4,11.0,14.3,83.4,4.2,21.9,160.0
2014-02-23,20.2,10.0,14.0,80.3,3.4,23.7,179.0
2014-02-24,19.4,10.8,15.0,78.9,1.7,18.0,182.5
2014-02-25,18.3,10.0,13.9,85.0,7.9,17.9,149.6
2014-02-26,19.4,11.3,14.5,83.1,3.0,25.9,178.2
2014-02-27,18.2,10.0,14.2,84.1,30.4,54.4,86.9
2014-02-28,31.0,11.0,14.6,84.4,8.9,32.6,162.4
2014-03-01,17.3,11.0,13.6,86.5,12.4,22.1,168.3
2014-03-02,18.2,9.0,13.8,82.8,1.9,20.4,172.9
2014-03-03,18.3,8.0,13.3,82.7,3.2,25.4,154.5
2014-03-04,20.4,11.0,14.0,83.7,2.1,22.3,180.5
2014-03-05,19.1,11.0,14.3,82.0,4.1,22.3,102.3
2014-03-06,19.0,11.0,14.2,81.5,2.0,16.6,98.6
2014-03-07,19.8,9.0,14.3,83.8,9.4,18.2,123.7
2014-03-08,20.0,11.0,14.4,82.8,5.9,29.5,110.9
2014-03-09,19.0,8.0,13.7,81.1,0.0,25.9,160.8
2014-03-10,19.0,7.0,13.4,80.1,1.4,27.8,95.3
2014-03-11,19.2,9.0,14.3,82.8,0.0,25.9,180.0
2014-03-12,20.0,11.9,14.7,83.2,8.0,39.5,190.8
2014-03-13,19.0,10.0,14.2,85.2,8.6,24.1,106.9
2014-03-14,20.9,9.0,14.3,83.9,0.7,29.5,135.3
2014-03-15,19.7,12.0,14.2,87.2,0.0,18.4,197.2
2014-03-16,19.0,11.0,14.2,85.3,5.9,29.5,180.8
2014-03-17,20.0,10.0,14.8,73.6,4.1,22.3,186.3
2014-03-18,21.0,10.0,14.9,76.9,0.7,18.4,185.8
2014-03-19,20.5,9.0,14.5,73.2,1.6,22.3,185.8
2014-03-20,19.6,11.0,15.0,71.1,0.0,22.3,280.7
2014-03-21,21.3,8.0,14.5,73.4,0.0,21.9,200.0
2014-03-22,21.3,9.0,15.1,65.9,0.0,18.0,180.9
2014-03-23,20.1,10.1,14.6,72.3,0.0,17.2,163.9
2014-03-24,19.3,8.0,13.8,79.7,20.4,25.2,120.3
2014-03-25,18.3,10.8,14.5,78.3,5.4,14.4,214.2
2014-03-26,19.2,9.1,14.2,76.3,3.7,17.9,187.9
2014-03-27,19.4,9.0,14.5,68.7,0.0,30.6,210.1
2014-03-28,22.2,8.0,14.5,69.6,0.0,17.8,306.7
2014-03-29,22.1,4.8,14.8,77.4,0.1,25.2,327.7
2014-03-30,21.3,6.5,13.9,76.4,0.0,30.6,200.3
2014-03-31,20.4,5.0,14.2,74.8,0.0,23.6,303.0
2014-04-01,19.4,7.0,14.3,66.1,5.0,22.0,282.6
2014-04-02,20.3,11.0,14.8,72.2,0.5,26.9,177.1
2014-04-03,20.1,11.0,14.7,79.4,7.5,25.2,231.6
2014-04-04,21.3,11.0,15.1,77.5,4.4,17.8,189.1
2014-04-05,28.0,10.8,15.2,74.1,0.4,21.7,186.2
2014-04-06,19.0,9.0,14.7,69.4,29.2,27.7,249.7
2014-04-07,20.0,12.0,15.5,70.7,7.1,29.5,244.7
2014-04-08,19.1,12.0,15.0,71.5,7.4,21.9,269.7
2014-04-09,20.4,9.0,14.7,65.1,6.4,27.2,281.7
2014-04-10,20.3,9.0,14.3,68.3,0.3,23.4,236.9
2014-04-11,18.4,9.4,14.0,69.5,0.0,25.4,212.0
2014-04-12,19.2,9.8,14.0,69.0,0.3,21.7,264.8
2014-04-13,20.2,6.0,13.6,72.1,1.5,25.4,281.1
2014-04-14,22.3,7.0,14.3,73.3,15.1,26.9,172.5
2014-04-15,17.4,12.0,13.7,85.3,9.6,13.0,186.2
2014-04-16,18.5,10.0,14.4,80.7,4.5,21.9,187.8
2014-04-17,19.4,11.0,14.1,82.4,5.2,17.8,175.6
2014-04-18,20.3,10.0,14.4,76.9,8.1,17.8,205.3
2014-04-19,18.4,11.0,14.1,83.9,5.1,14.6,148.5
2014-04-20,19.3,10.0,14.5,74.8,1.0,17.8,198.0
2014-04-21,18.3,9.4,14.0,80.7,5.3,17.8,171.9
2014-04-22,17.3,11.8,13.5,86.6,14.8,17.8,205.2
2014-04-23,20.3,8.3,14.5,80.0,25.1,21.8,188.4
2014-04-24,18.4,10.1,13.9,82.2,22.7,14.4,104.6
2014-04-25,19.3,10.1,14.5,75.6,22.5,21.7,168.7
2014-04-26,19.3,11.0,14.2,76.7,16.7,19.9,188.4
2014-04-27,20.3,10.0,14.6,77.2,25.5,18.4,255.1
2014-04-28,21.3,12.0,15.6,74.4,31.7,17.8,214.5
2014-04-29,20.2,11.0,14.7,74.2,1.8,18.4,236.2
2014-04-30,21.3,10.0,15.2,76.3,15.8,20.7,241.7
2014-05-01,20.3,10.0,14.6,79.3,4.0,12.7,249.5
2014-05-02,19.4,11.0,15.4,73.2,3.8,23.7,170.9
2014-05-03,22.3,9.0,14.3,65.9,0.4,21.7,196.6
2014-05-04,20.3,5.5,13.0,75.8,8.5,21.5,220.6
2014-05-05,21.3,11.0,15.1,79.0,3.5,23.6,228.6
2014-05-06,19.4,8.4,14.8,79.4,10.5,21.9,241.2
2014-05-07,19.2,12.0,14.9,81.5,10.4,16.9,127.6
2014-05-08,19.2,12.0,14.2,87.0,44.9,17.9,141.4
2014-05-09,18.4,12.0,13.9,84.3,10.1,19.9,127.7
2014-05-10,18.3,12.0,14.8,82.8,8.2,27.8,180.7
2014-05-11,17.2,11.0,14.0,88.0,14.3,27.3,130.6
2014-05-12,20.3,11.0,14.6,84.9,10.5,17.8,189.1
2014-05-13,19.3,9.4,15.5,74.3,9.8,21.7,245.0
2014-05-14,20.3,12.0,15.2,70.9,0.0,17.9,199.7
2014-05-15,20.3,5.0,13.9,82.3,4.5,25.3,221.5
2014-05-16,20.8,9.0,13.8,83.8,0.4,17.8,262.0
2014-05-17,18.3,11.8,13.9,84.4,22.9,19.9,178.5
2014-05-18,19.2,11.0,14.3,80.3,9.2,21.7,207.9
2014-05-19,17.4,9.0,13.6,77.4,6.3,25.2,186.6
2014-05-20,19.4,9.0,14.4,69.3,1.1,19.9,238.7
2014-05-21,20.3,5.0,13.5,80.7,17.9,27.0,229.5
2014-05-22,23.0,11.0,16.2,75.8,5.1,28.5,122.7
2014-05-23,19.3,9.0,14.2,84.6,6.5,17.8,257.9
2014-05-24,22.3,9.0,15.0,68.1,1.1,21.9,240.5
2014-05-25,21.3,5.0,13.4,72.6,0.0,22.3,275.2
2014-05-26,19.2,8.0,14.2,72.7,3.0,25.9,236.8
2014-05-27,19.9,10.0,13.2,82.7,5.7,18.4,199.5
2014-05-28,19.9,9.0,14.3,79.8,4.1,14.9,195.2
2014-05-29,18.0,10.7,14.8,78.8,0.6,16.6,211.4
2014-05-30,20.0,9.0,14.1,80.2,3.3,14.8,204.5
2014-05-31,21.8,12.0,15.0,74.2,0.0,24.3,228.7
2014-06-01,19.0,11.0,15.2,70.7,4.7,22.3,206.1
2014-06-02,19.9,11.0,14.6,78.1,4.2,22.3,262.5
2014-06-03,19.2,7.0,14.6,75.7,18.8,18.2,235.1
2014-06-04,19.3,11.8,15.2,72.3,8.4,21.9,221.8
2014-06-05,20.3,10.0,15.0,73.9,5.7,28.7,234.8
2014-06-06,18.3,11.0,14.0,81.2,16.7,17.8,197.2
2014-06-07,17.2,12.0,13.9,84.4,4.3,18.4,192.7
2014-06-08,18.3,10.0,13.8,80.5,1.1,14.8,248.6
2014-06-09,20.1,10.0,14.3,73.5,4.3,21.8,228.4
2014-06-10,19.1,11.0,14.2,77.0,19.7,28.4,152.2
2014-06-11,20.3,8.0,14.7,71.5,0.7,21.9,192.0
2014-06-12,19.3,9.0,14.4,71.6,35.8,22.0,202.8
2014-06-13,20.3,9.0,14.9,72.5,18.6,26.9,266.7
2014-06-14,20.1,9.8,13.6,80.4,8.7,21.7,213.6
2014-06-15,19.3,10.0,14.2,71.8,11.4,32.7,243.2
2014-06-16,19.1,9.8,14.6,67.0,5.2,27.8,265.8
2014-06-17,17.3,10.0,13.7,70.3,2.4,28.4,204.8
2014-06-18,18.3,9.1,14.0,71.9,1.3,21.7,199.8
2014-06-19,19.1,9.8,14.2,73.2,3.6,27.4,192.6
2014-06-20,18.1,8.0,13.9,74.7,1.5,31.3,218.0
2014-06-21,18.3,10.0,14.0,77.4,1.2,22.0,189.5
2014-06-22,16.3,11.0,13.5,84.9,2.2,17.9,222.6
2014-06-23,18.3,10.0,14.2,76.8,5.9,27.4,237.0
2014-06-24,18.3,11.0,13.9,81.8,5.7,21.8,146.8
2014-06-25,17.2,11.0,13.4,80.3,22.0,21.7,183.0
2014-06-26,18.4,9.0,13.5,70.3,1.3,23.8,242.1
2014-06-27,19.3,7.0,14.0,55.7,3.8,27.1,288.9
2014-06-28,17.3,10.0,13.1,79.5,1.8,17.9,211.6
2014-06-29,19.3,10.0,14.0,73.4,3.6,25.0,208.3
2014-06-30,18.2,8.0,13.2,79.2,5.1,17.8,213.4
2014-07-01,19.3,9.0,13.9,81.7,13.1,20.7,256.2
2014-07-02,20.3,11.0,15.0,71.5,1.0,28.8,247.9
2014-07-03,20.3,9.0,14.6,68.2,0.0,25.2,279.4
2014-07-04,20.2,8.1,13.5,75.5,3.5,21.7,208.9
2014-07-05,19.3,10.0,14.6,72.6,6.3,21.7,261.3
2014-07-06,18.4,10.0,13.8,73.3,4.9,27.1,254.3
2014-07-07,16.4,9.0,13.0,83.6,9.0,21.6,195.6
2014-07-08,18.1,10.0,13.9,75.2,11.4,25.2,197.0
2014-07-09,17.2,9.0,12.9,80.3,3.5,19.9,216.6
2014-07-10,19.2,9.1,14.0,73.9,2.2,25.2,201.2
2014-07-11,19.1,9.0,14.3,72.1,0.7,29.0,210.3
2014-07-12,19.1,11.0,14.4,72.6,4.2,27.0,167.9
2014-07-13,17.3,9.0,13.2,80.2,3.1,32.7,163.0
2014-07-14,16.4,10.0,13.2,78.1,0.6,32.5,240.0
2014-07-15,17.4,9.0,12.9,80.2,0.9,21.7,160.9
2014-07-16,17.4,10.6,13.9,72.3,5.8,26.9,255.7
2014-07-17,19.3,9.8,14.0,71.5,4.4,27.3,268.7
2014-07-18,17.6,11.0,14.4,64.3,0.7,32.0,262.4
2014-07-19,18.2,9.0,14.2,67.7,0.0,27.8,267.0
2014-07-20,24.0,10.0,14.2,72.8,0.0,23.4,207.6
2014-07-21,18.0,10.0,14.1,69.0,15.9,27.8,269.9
2014-07-22,19.3,10.0,14.3,72.1,11.0,26.9,218.8
2014-07-23,19.3,10.3,14.2,72.8,4.2,32.5,272.0
2014-07-24,17.5,10.0,13.9,74.9,3.9,28.7,292.6
2014-07-25,20.3,9.0,14.8,65.4,7.6,32.7,289.2
2014-07-26,21.0,9.0,14.1,69.0,9.8,21.9,249.2
2014-07-27,19.1,10.0,14.0,67.8,0.0,34.6,251.5
2014-07-28,20.3,10.0,15.0,62.3,0.0,35.5,267.2
2014-07-29,17.4,8.0,13.5,65.4,0.6,32.7,255.2
2014-07-30,19.3,9.0,14.0,70.9,0.0,28.1,237.4
2014-07-31,19.3,9.0,14.5,67.9,0.0,28.8,262.6
2014-08-01,18.3,8.3,14.1,69.7,0.0,25.2,244.2
2014-08-02,19.5,9.0,13.6,76.4,0.0,42.5,213.8
2014-08-03,18.0,9.0,12.8,71.1,0.0,37.1,282.6
2014-08-04,21.0,6.0,12.9,68.8,0.0,33.5,218.0
2014-08-05,18.0,7.0,12.5,74.1,10.6,27.7,158.7
2014-08-06,17.3,9.8,13.6,73.0,5.8,29.5,245.4
2014-08-07,18.0,9.0,13.5,72.5,0.0,27.7,260.9
2014-08-08,19.0,9.9,13.2,76.7,1.2,18.4,263.4
2014-08-09,17.0,10.0,13.1,79.2,0.7,27.7,239.5
2014-08-10,18.0,9.0,13.7,77.7,0.5,18.4,251.3
2014-08-11,19.0,9.0,14.0,70.1,1.0,27.7,283.0
2014-08-12,18.3,9.0,13.9,70.7,0.6,28.7,188.4
2014-08-13,19.3,10.0,14.3,68.9,3.1,25.2,283.6
2014-08-14,18.3,10.0,13.9,65.3,0.3,30.6,279.0
2014-08-15,18.4,11.9,14.8,59.8,9.9,31.5,274.9
2014-08-16,19.3,9.9,14.2,70.6,1.7,28.8,270.7
2014-08-17,19.0,10.0,14.5,70.5,1.6,30.6,210.4
2014-08-18,19.3,9.8,14.2,71.8,1.1,27.8,215.7
2014-08-19,17.2,9.0,13.0,72.6,0.0,32.1,244.2
2014-08-20,18.3,7.0,13.3,71.9,0.0,32.5,220.7
2014-08-21,19.4,8.0,13.0,77.8,0.0,18.0,247.3
2014-08-22,30.0,7.0,14.2,74.6,2.4,21.7,264.7
2014-08-23,20.3,10.9,13.9,77.2,0.0,20.1,240.2
2014-08-24,20.3,9.0,14.9,69.6,11.3,21.0,275.8
2014-08-25,19.2,9.0,13.6,77.6,14.7,18.1,196.3
2014-08-26,17.2,9.1,13.1,76.5,11.1,21.7,236.1
2014-08-27,16.5,10.0,12.6,81.8,8.0,17.9,202.5
2014-08-28,18.3,6.8,13.0,77.0,4.2,30.6,259.4
2014-08-29,19.3,8.3,13.6,64.5,0.0,36.2,311.7
2014-08-30,20.3,2.0,12.8,59.8,0.0,27.7,340.0
2014-08-31,19.4,7.4,13.9,62.0,0.0,34.3,259.5
2014-09-01,21.3,9.0,14.6,64.7,2.4,36.0,210.6
2014-09-02,18.4,7.0,12.7,77.9,13.8,21.9,193.5
2014-09-03,18.4,7.1,13.4,75.3,7.2,21.7,221.0
2014-09-04,18.4,9.0,13.6,70.6,0.0,27.6,285.4
2014-09-05,18.3,5.0,12.7,73.2,1.1,24.6,289.1
2014-09-06,18.2,9.1,13.4,74.0,11.5,21.7,276.8
2014-09-07,18.2,8.0,13.3,71.7,2.8,27.4,246.3
2014-09-08,18.2,9.0,13.2,69.2,0.4,28.7,243.9
2014-09-09,20.0,6.0,13.2,64.5,0.0,22.3,307.7
2014-09-10,19.3,5.5,13.0,76.8,0.0,14.3,247.6
2014-09-11,19.3,10.0,14.3,75.7,0.2,27.7,266.5
2014-09-12,18.5,10.3,14.2,70.4,9.0,23.4,244.1
2014-09-13,18.5,11.0,14.7,69.6,10.2,27.8,219.0
2014-09-14,19.3,10.8,14.3,70.9,2.7,26.9,266.2
2014-09-15,19.2,10.0,14.7,65.7,0.0,24.9,226.9
2014-09-16,18.4,6.0,13.3,69.8,10.6,17.8,246.2
2014-09-17,20.3,7.0,13.3,76.9,9.2,20.1,234.7
2014-09-18,17.6,10.8,13.8,82.0,5.1,18.0,221.8
2014-09-19,19.3,9.0,13.8,81.9,11.9,20.6,173.5
2014-09-20,19.3,11.0,13.9,82.2,10.3,21.7,156.2
2014-09-21,18.4,10.9,14.0,83.9,6.5,17.9,249.6
2014-09-22,26.0,9.0,14.8,73.6,9.6,21.7,186.4
2014-09-23,21.3,9.0,14.3,70.3,0.6,14.6,296.2
2014-09-24,27.8,5.0,13.9,72.9,0.0,17.8,289.3
2014-09-25,21.3,8.0,14.1,75.3,2.3,17.9,318.7
2014-09-26,20.3,7.0,13.7,74.3,1.1,21.9,299.4
2014-09-27,18.3,8.0,13.7,71.5,0.8,28.4,242.7
2014-09-28,19.1,8.0,13.7,68.7,0.4,25.4,241.5
2014-09-29,19.2,9.0,14.1,61.6,0.0,25.3,317.5
2014-09-30,19.4,5.0,13.7,59.7,0.0,25.2,323.7
2014-10-01,18.4,8.0,13.8,67.9,0.2,28.8,280.1
2014-10-02,17.4,9.9,13.9,69.7,7.1,32.5,252.7
2014-10-03,18.5,9.1,14.1,73.1,2.6,21.8,278.3
2014-10-04,20.4,8.0,13.5,79.5,3.1,21.9,253.9
2014-10-05,20.2,8.0,14.4,79.6,6.5,25.2,111.0
2014-10-06,20.1,10.0,14.7,74.6,4.2,21.7,187.5
2014-10-07,25.1,11.0,15.1,79.0,18.7,17.8,184.6
2014-10-08,18.3,9.0,13.8,83.9,4.1,16.9,163.5
2014-10-09,15.5,10.0,12.8,85.3,9.7,17.8,114.8
2014-10-10,17.2,10.0,13.5,82.8,14.5,17.9,122.3
2014-10-11,18.3,11.9,14.1,80.8,6.4,17.8,169.5
2014-10-12,20.2,11.0,14.9,74.4,1.7,27.1,181.9
2014-10-13,20.1,11.0,14.7,72.8,4.7,25.3,238.0
2014-10-14,20.3,9.0,14.7,68.9,2.2,31.3,264.6
2014-10-15,19.4,9.1,14.1,74.7,0.3,27.1,223.7
2014-10-16,20.3,11.0,14.6,75.1,0.1,25.3,245.0
2014-10-17,19.1,9.4,14.4,76.0,8.9,21.7,266.5
2014-10-18,17.4,10.9,13.8,80.5,11.4,18.0,217.5
2014-10-19,17.3,11.0,13.5,85.1,13.6,14.4,231.5
2014-10-20,18.4,9.0,13.7,78.6,6.6,13.4,190.2
2014-10-21,19.3,10.0,14.5,69.9,0.8,17.9,140.1
2014-10-22,19.2,11.0,13.6,81.1,17.2,17.8,224.6
2014-10-23,20.3,10.0,14.3,73.4,1.0,16.9,264.2
2014-10-24,20.3,7.0,13.3,83.7,7.1,16.9,230.0
2014-10-25,18.3,10.0,14.3,82.3,18.8,20.1,103.2
2014-10-26,18.4,11.0,13.6,86.7,22.7,24.1,139.5
2014-10-27,19.3,10.3,13.9,79.5,5.3,17.9,224.0
2014-10-28,20.2,4.0,12.3,84.3,4.4,17.9,227.8
2014-10-29,20.3,7.8,13.0,81.8,2.5,28.8,181.4
2014-10-30,19.3,7.0,13.7,82.4,3.3,18.0,133.8
2014-10-31,19.4,10.4,14.7,78.6,0.7,21.7,175.9
2014-11-01,20.1,9.0,14.3,80.5,0.8,21.7,186.5
2014-11-02,21.3,8.3,14.0,77.5,9.4,17.9,216.4
2014-11-03,19.3,9.0,13.3,75.5,0.1,14.3,245.4
2014-11-04,21.3,6.0,14.1,77.5,1.4,25.2,189.8
2014-11-05,18.4,12.0,14.7,80.7,4.2,17.8,190.9
2014-11-06,19.3,11.0,14.2,84.4,24.1,17.9,146.3
2014-11-07,21.3,11.0,15.1,78.7,3.9,16.1,96.2
2014-11-08,19.2,10.1,14.1,84.2,5.8,21.8,230.2
2014-11-09,19.3,11.0,14.5,81.3,5.5,21.7,215.5
2014-11-10,19.3,9.8,13.4,86.6,35.7,28.8,210.4
2014-11-11,20.2,11.0,14.6,79.8,12.6,25.3,134.0
2014-11-12,18.3,11.0,14.3,78.5,8.9,25.2,96.7
2014-11-13,19.3,11.0,14.4,78.2,13.0,28.7,184.7
2014-11-14,19.2,9.9,14.0,76.1,45.9,27.6,112.9
2014-11-15,19.1,5.0,12.0,84.2,6.4,22.0,84.5
2014-11-16,27.6,10.0,14.2,80.1,2.4,20.1,177.6
2014-11-17,18.5,11.0,14.3,69.9,0.8,21.9,285.4
2014-11-18,20.3,8.8,13.8,79.1,16.0,14.4,229.0
2014-11-19,18.3,11.0,13.8,82.6,6.2,21.9,101.4
2014-11-20,20.3,6.5,13.2,83.0,2.6,25.4,214.9
2014-11-21,19.3,11.0,14.0,83.7,3.9,21.7,193.8
2014-11-22,20.3,7.8,13.1,84.3,3.1,28.7,145.2
2014-11-23,21.3,9.0,15.2,69.8,0.1,27.6,220.9
2014-11-24,19.3,10.0,14.8,71.2,0.0,17.9,238.9
2014-11-25,18.3,9.0,13.6,73.4,4.6,14.5,204.1
2014-11-26,20.3,7.0,13.0,82.4,3.1,21.7,195.0
2014-11-27,18.4,7.0,13.0,85.0,1.8,20.0,207.9
2014-11-28,21.3,7.0,13.5,76.7,0.0,21.9,262.3
2014-11-29,19.3,8.0,14.2,72.5,0.0,22.0,209.5
2014-11-30,19.3,11.0,14.9,71.9,0.5,25.2,229.9
2014-12-01,19.3,10.8,14.6,71.1,0.8,24.2,186.7
2014-12-02,19.3,9.0,14.2,67.8,1.1,28.8,192.3
2014-12-03,19.3,8.4,13.7,68.0,0.0,21.7,213.7
2014-12-04,21.3,3.0,12.6,77.1,2.8,17.8,210.5
2014-12-05,19.5,9.0,14.2,76.5,3.3,21.9,214.1
2014-12-06,17.3,10.1,13.6,85.0,10.0,21.7,115.6
2014-12-07,18.2,9.0,12.3,89.6,4.1,14.4,142.8
2014-12-08,19.3,9.1,14.3,79.1,8.5,18.0,173.3
2014-12-09,17.4,10.8,13.4,84.9,7.0,12.6,151.5
2014-12-10,18.2,10.0,13.4,86.4,12.0,17.8,174.9
2014-12-11,16.4,11.0,13.4,84.0,6.6,11.2,139.3
2014-12-12,18.4,10.8,14.4,76.0,1.9,21.6,171.6
2014-12-13,25.3,8.0,13.5,86.1,7.5,30.2,167.6
2014-12-14,18.4,7.0,12.9,86.0,9.0,25.3,187.1
2014-12-15,20.1,7.1,13.5,81.0,6.3,28.8,172.2
2014-12-16,19.3,11.1,14.7,80.1,3.0,21.8,179.7
2014-12-17,20.4,9.0,13.8,80.8,0.8,18.4,217.2
2014-12-18,21.0,7.0,13.2,82.3,0.4,22.1,250.0
2014-12-19,20.3,5.0,13.6,79.4,2.5,17.9,241.5
2014-12-20,21.3,9.9,14.4,78.8,4.2,16.3,203.0
2014-12-21,20.3,11.0,15.0,76.5,2.8,21.9,212.6
2014-12-22,21.1,8.0,13.7,65.6,0.3,27.2,263.1
2014-12-23,21.1,6.0,13.5,62.4,0.0,36.2,227.9
2014-12-24,20.3,7.0,13.4,70.6,0.4,26.2,186.2
2014-12-25,19.3,8.5,13.5,80.2,0.3,17.8,235.8
2014-12-26,21.3,6.1,13.6,66.1,0.0,25.4,227.9
2014-12-27,22.3,7.9,14.2,67.4,0.0,23.7,239.0
2014-12-28,20.3,6.5,13.2,68.4,0.2,23.0,222.3
2014-12-29,20.5,4.9,13.2,65.4,0.0,81.1,268.3
2014-12-30,20.3,6.0,13.1,71.1,0.7,25.3,240.5
2014-12-31,21.3,8.0,13.8,66.3,0.7,22.0,213.1
2015-01-01,20.3,6.0,13.2,66.3,0.0,27.1,244.9
2015-01-02,27.1,5.0,13.2,64.2,0.0,25.4,278.8
2015-01-03,21.3,5.0,13.0,64.8,0.0,27.6,274.4
2015-01-04,20.4,5.0,13.1,59.5,0.0,27.1,244.6
2015-01-05,20.3,6.8,13.9,56.3,0.1,25.0,256.0
2015-01-06,21.6,3.0,11.6,59.9,0.0,31.1,294.4
2015-01-07,20.3,4.0,12.3,61.6,0.0,25.5,270.0
2015-01-08,19.2,5.8,13.0,65.9,0.0,17.8,182.2
2015-01-09,17.3,11.8,13.7,67.6,0.6,21.7,121.1
2015-01-10,19.4,7.9,13.3,67.2,1.5,27.5,139.3
2015-01-11,20.1,7.1,13.2,71.1,2.8,39.5,170.9
2015-01-12,20.4,9.0,14.5,64.2,2.6,27.6,187.5
2015-01-13,22.3,7.0,14.4,68.9,0.3,23.6,232.7
2015-01-14,21.2,11.0,14.9,72.8,2.7,18.0,180.4
2015-01-15,20.3,11.0,14.7,74.9,0.7,24.2,197.5
2015-01-16,21.2,8.0,13.6,78.7,1.9,25.2,215.1
2015-01-17,20.3,7.8,13.5,83.0,6.5,27.7,186.9
2015-01-18,20.2,11.0,14.3,81.3,1.1,25.4,185.3
2015-01-19,20.3,10.9,14.4,78.7,0.7,21.9,198.0
2015-01-20,18.3,8.0,13.6,70.5,1.5,23.4,176.8
2015-01-21,18.5,9.0,13.7,77.4,3.8,18.0,142.2
2015-01-22,17.2,9.0,12.6,85.2,5.6,21.7,134.7
2015-01-23,19.1,7.0,13.4,81.1,5.7,32.0,184.0
2015-01-24,18.0,9.0,13.5,83.4,4.9,22.3,158.3
2015-01-25,20.8,9.0,14.7,74.0,0.5,27.7,206.4
2015-01-26,21.1,6.0,14.0,72.9,0.6,22.6,222.8
2015-01-27,21.0,10.6,14.0,80.8,2.3,28.8,211.3
2015-01-28,20.3,7.0,13.8,76.8,1.4,25.4,188.8
2015-01-29,20.3,7.0,13.4,70.0,0.0,23.5,211.7
2015-01-30,21.2,3.0,13.2,77.0,0.8,27.6,213.7
2015-01-31,18.4,11.0,14.3,74.3,4.3,18.0,135.7
2015-02-01,18.6,11.8,14.5,73.1,4.4,25.9,119.4
2015-02-02,19.3,11.0,14.7,71.9,2.1,25.5,148.0
2015-02-03,18.1,11.0,14.6,67.5,2.4,31.3,121.2
2015-02-04,19.0,11.9,14.7,68.4,1.4,29.5,140.3
2015-02-05,25.6,9.2,15.1,65.5,2.7,29.4,189.9
2015-02-06,18.4,7.0,12.5,83.2,4.2,21.5,177.3
2015-02-07,18.4,8.0,13.2,81.7,7.0,27.1,177.3
2015-02-08,17.3,11.8,13.4,90.1,13.5,19.9,102.6
